GENESIS-Tabelle: 12411-0018
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2018;14286;Löbau-Zittau, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14287;Sächsische Schweiz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14290;Weißeritzkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14292;Kamenz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14375;Döbeln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14511;Chemnitz, kreisfreie Stadt;3581;3355;4313;4943;2860;2200;6268;8874;9785;8632;7001;7474;8285;8437;7403;14185;14652;3408;3220;4044;4696;2680;2046;5208;6736;8131;7276;5978;6487;8115;8619;8541;17187;22617
31.12.2018;14521;Erzgebirgskreis;4072;4379;6026;7688;4305;2800;5186;6316;9466;10595;9987;11353;12617;14043;13739;23554;19092;3972;4189;5757;7118;4121;2428;4377;5473;8610;9522;8805;10131;12399;14230;14665;25557;31124
31.12.2018;14522;Mittelsachsen, Landkreis;3843;4039;5474;6566;3848;2621;5659;7064;9489;9871;8956;10288;12438;13070;11965;18782;18337;3619;3823;5234;6142;3704;2147;4297;5607;8182;8292;7729;9135;11819;13135;12292;20672;28046
31.12.2018;14523;Vogtlandkreis;2667;2796;3799;4830;2828;1935;3717;4488;6554;6843;6365;7757;9064;9856;8886;14496;14174;2571;2598;3533;4365;2613;1606;3079;3995;5852;6131;5647;6920;8913;9770;9558;16937;22653
31.12.2018;14524;Zwickau, Landkreis;3955;4085;5419;6468;3966;2725;5695;6631;9446;9776;8736;10672;12770;13598;11995;19780;19261;3673;3872;5025;6366;3780;2371;4605;6019;8533;8667;7810;9663;12444;13388;12685;22932;30720
31.12.2018;14612;Dresden, kreisfreie Stadt;9456;9091;11062;11957;6303;5848;18485;23546;25469;21875;17438;16686;17934;16784;13587;22779;28429;8918;8525;10515;11289;6007;5289;16358;19953;22356;19505;15980;14981;16686;16844;14724;28406;41584
31.12.2018;14625;Bautzen, Landkreis;3931;4246;5630;6825;3989;2483;4303;5522;8745;9719;9169;10269;12223;13684;12183;17439;18142;3774;3982;5439;6522;3709;2151;3482;4926;8025;8531;7939;8995;11917;13695;12556;19009;27726
31.12.2018;14626;Görlitz, Landkreis;2992;3299;4368;5511;3155;2109;4127;4730;7141;7562;6990;8138;10311;11620;10417;15986;16449;2970;3124;4250;5365;3012;1874;3827;4238;6521;6510;6228;7287;9884;11441;10597;17617;25244
31.12.2018;14627;Meißen, Landkreis;2976;3338;4759;5471;3278;2038;3499;4364;7158;7968;7452;8363;10203;10664;9238;13654;14881;3025;3222;4240;5430;3080;1760;2972;4023;6468;7095;6556;7440;9507;10621;9548;15334;22540
31.12.2018;14628;Sächsische Schweiz-Osterzgebirge, Landkreis;3402;3647;4807;5841;3337;2116;3730;4414;7311;7696;7684;8487;10057;10471;8910;14326;14983;3155;3250;4603;5504;3101;1808;3046;4359;7000;7284;6902;7538;9376;10194;9187;15955;22130
31.12.2018;14713;Leipzig, kreisfreie Stadt;10183;9512;10801;11579;6136;5385;18166;25790;29636;24706;18463;17730;18827;17546;14128;23137;26828;9551;8747;10347;11154;5810;6027;21091;25347;27197;21811;16326;15204;17408;17388;15650;28454;41792
31.12.2018;14729;Leipzig, Landkreis;3351;3545;4912;5899;3404;2113;3750;4544;7354;8093;7884;9074;11349;11838;9988;14915;14367;3223;3393;4474;5584;3146;1945;3156;4434;7184;7650;7183;8535;10777;11553;10336;16738;22072
31.12.2018;14730;Nordsachsen, Landkreis;2591;2687;3561;4293;2618;1774;3134;4034;6147;6676;6043;6888;8588;9299;8100;11033;10752;2467;2569;3364;4142;2370;1376;2436;3403;5687;5819;5249;6268;8190;9139;8123;12136;16717
31.12.2018;15001;Dessau-Roßlau, kreisfreie Stadt;958;938;1291;1567;919;636;1359;1825;2337;2366;2063;2449;3271;3510;3090;5024;5854;900;891;1182;1386;821;492;1258;1763;2160;2126;1868;2362;3220;3476;3256;6138;8481
31.12.2018;15002;Halle (Saale), kreisfreie Stadt;3788;3379;4370;5041;2845;2520;7774;8887;9291;8118;6594;7301;7912;7555;6586;11520;12232;3422;3240;4160;4788;2565;2667;8736;8357;8549;7259;5937;6715;7657;7905;7587;14885;19115
31.12.2018;15003;Magdeburg, kreisfreie Stadt;3568;3410;4148;4787;2721;2428;8292;9501;10016;8145;6359;7080;8208;8362;6992;11393;12418;3353;3098;3945;4526;2409;2107;6947;7893;8483;7103;5759;6674;8055;8672;7769;14504;19572
31.12.2018;15081;Altmarkkreis Salzwedel;1059;1136;1475;1897;1120;745;1461;1802;2676;2728;2362;2905;3788;4314;3674;4448;4158;994;1125;1428;1711;1045;601;1238;1595;2359;2325;2056;2555;3678;4136;3541;4918;6712
31.12.2018;15082;Anhalt-Bitterfeld, Landkreis;1825;1867;2581;3044;1932;1400;2812;3324;4691;4963;4514;5585;6759;7497;6758;9553;9221;1763;1831;2394;3004;1746;1109;2260;2862;4342;4274;3913;5124;6675;7590;7044;10909;14688
31.12.2018;15083;Börde, Landkreis;2157;2341;3068;3901;2200;1513;2879;3622;5483;5899;5145;6264;7759;8386;7277;9821;7945;2105;2299;2966;3596;1987;1232;2184;3363;5134;5240;4593;5734;7255;8221;7298;10303;12564
31.12.2018;15084;Burgenlandkreis;2198;2253;2926;3658;2131;1458;3085;4009;5623;5766;5041;6170;7896;8371;7477;10617;10674;2030;2109;2690;3390;1950;1146;2399;3284;4894;4989;4246;5409;7461;8200;7708;11944;16988
31.12.2018;15085;Harz, Landkreis;2365;2633;3399;4378;2727;1864;3648;4592;6489;6555;5782;7288;9128;9881;8764;13256;12352;2339;2385;3236;4022;2457;1509;3134;3972;5770;6026;5255;6705;8868;9968;9052;15152;19495
31.12.2018;15086;Jerichower Land, Landkreis;1130;1203;1469;1859;1154;793;1413;1764;2777;2902;2629;3155;3991;4607;3901;5229;4805;1079;1155;1508;1769;1065;592;1090;1559;2387;2469;2313;2840;3849;4447;3895;5624;7506
31.12.2018;15087;Mansfeld-Südharz, Landkreis;1389;1589;2146;2669;1642;1184;2106;2589;3874;4002;3714;4579;5783;6527;6008;8842;8349;1395;1477;2045;2535;1557;905;1608;2307;3401;3531;3217;4260;5597;6451;6052;9884;13035
31.12.2018;15088;Saalekreis;2264;2379;3357;4089;2355;1515;3126;3774;5395;6200;5459;6812;8095;8501;7413;11195;9432;2286;2301;3151;3765;2152;1268;2543;3352;5227;5559;4812;6283;7714;8352;7849;12179;14428
31.12.2018;15089;Salzlandkreis;2236;2340;2974;3920;2276;1627;3441;4084;5668;5805;5084;6701;8183;8788;7707;11401;10913;2089;2205;2915;3651;2152;1341;2836;3596;5078;5091;4539;5946;8035;9042;8082;13183;17631
31.12.2018;15090;Stendal, Landkreis;1364;1375;1923;2309;1519;1015;1955;2510;3566;3309;2958;3724;4965;5614;4879;6393;5900;1266;1366;1841;2269;1366;864;1686;2230;3097;2850;2648;3507;4845;5654;4984;6953;9278
31.12.2018;15091;Wittenberg, Landkreis;1452;1458;2078;2467;1568;1049;1961;2602;3689;3732;3247;4322;5577;6014;5332;7825;7560;1351;1418;1904;2385;1392;797;1573;2192;3279;3185;2981;3908;5354;6022;5647;8570;11949
31.12.2018;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15159;Köthen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15268;Weißenfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15355;Bördekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15367;Schönebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;16051;Erfurt, kreisfreie Stadt;3185;3131;3883;4462;2478;1954;5696;7159;9003;7812;6371;6801;7466;7786;6583;10214;9936;3195;3010;3719;4313;2415;2105;6682;7157;8123;7093;5772;6178;7567;7867;7308;12248;15027
31.12.2018;16052;Gera, kreisfreie Stadt;1211;1253;1586;1853;1047;792;1766;2181;3068;2864;2503;2800;3453;4064;3695;5674;5707;1172;1122;1513;1740;1021;718;1516;2202;2739;2607;2094;2541;3499;4114;4142;6758;9137
31.12.2018;16053;Jena, kreisfreie Stadt;1704;1671;2032;2292;1246;1121;4196;5512;5708;4421;3130;3143;3387;3149;2780;4771;5402;1614;1562;1937;2162;1196;1057;4422;4762;4660;3746;2831;2764;3176;3178;3147;5693;7835
31.12.2018;16054;Suhl, kreisfreie Stadt;355;425;491;587;381;319;725;746;985;956;834;1089;1353;1491;1371;2503;2349;347;386;454;556;314;216;518;741;806;801;767;1025;1386;1599;1579;3008;3372
31.12.2018;16055;Weimar, kreisfreie Stadt;976;946;1262;1484;842;670;1802;2255;2526;2299;1944;1998;2230;2263;1877;3123;3158;912;938;1172;1342;761;609;1853;2232;2305;2185;1791;1928;2264;2372;2107;3694;4970
31.12.2018;16056;Eisenach, kreisfreie Stadt;590;587;759;956;544;405;915;1151;1446;1465;1221;1480;1642;1776;1420;2137;2380;542;514;656;836;502;317;714;1023;1334;1315;1099;1313;1542;1805;1536;2597;3851
31.12.2018;16061;Eichsfeld, Landkreis;1489;1487;1971;2373;1412;894;1857;2311;3350;3560;3238;3431;4030;4299;3971;5791;4900;1444;1467;1936;2251;1360;743;1517;2125;3098;3206;2813;2996;3803;4230;3963;5931;7133
31.12.2018;16062;Nordhausen, Landkreis;1068;1133;1451;1809;1113;779;1850;1934;2798;2596;2227;2749;3380;3693;3357;4768;4772;987;1045;1361;1705;965;701;1704;1688;2369;2320;1957;2634;3323;3700;3339;5475;7072
31.12.2018;16063;Wartburgkreis;1551;1727;2251;2630;1578;1015;2054;2653;3814;4139;3638;4425;5070;5904;5287;7303;6486;1441;1599;2055;2413;1500;885;1728;2275;3463;3662;3264;3980;4874;5775;5126;7808;9652
31.12.2018;16064;Unstrut-Hainich-Kreis;1404;1433;1902;2400;1397;893;1924;2264;3257;3447;2959;3602;4202;4675;4118;5907;5335;1317;1363;1805;2243;1355;730;1547;2136;2846;3057;2649;3215;4077;4659;4235;6269;8290
31.12.2018;16065;Kyffhäuserkreis;898;949;1265;1599;993;658;1219;1554;2297;2278;2100;2532;3210;3555;3259;4734;4174;812;823;1162;1484;877;549;990;1350;1996;2026;1810;2317;3014;3589;3378;5188;6370
31.12.2018;16066;Schmalkalden-Meiningen, Landkreis;1465;1614;2111;2450;1390;992;2431;2812;4083;4121;3530;4263;4977;5724;5111;7354;6758;1419;1552;1879;2314;1355;897;1823;2244;3365;3424;3074;3746;4941;5757;5142;8021;10208
31.12.2018;16067;Gotha, Landkreis;1743;1809;2357;2926;1816;1252;2733;3084;4377;4628;4072;4901;5627;5981;5335;7722;7105;1716;1758;2335;2753;1710;1021;2178;2727;3983;4035;3530;4354;5351;6055;5338;8574;10566
31.12.2018;16068;Sömmerda, Landkreis;964;1001;1265;1581;964;578;1163;1389;2142;2375;2087;2659;2951;3239;2876;4307;3221;844;860;1213;1456;837;495;968;1285;1974;2127;1891;2279;2827;3228;3036;4570;5003
31.12.2018;16069;Hildburghausen, Landkreis;766;814;1087;1329;767;519;1128;1488;2118;2333;1911;2263;2644;3024;2754;3694;3127;775;754;1084;1211;740;438;923;1225;1816;1923;1666;2007;2512;2984;2726;3915;5088
31.12.2018;16070;Ilm-Kreis;1414;1510;1857;2271;1269;967;2666;3288;3840;3580;3092;3707;4408;4597;4116;6277;5774;1318;1372;1745;2161;1232;822;1873;2275;3108;3200;2643;3228;4236;4646;4254;7085;8911
31.12.2018;16071;Weimarer Land, Landkreis;1109;1172;1594;1929;1120;689;1380;1545;2394;2719;2616;3011;3422;3728;3390;5072;3755;1020;1191;1632;1845;1063;597;1206;1480;2390;2572;2292;2630;3423;3693;3485;5163;5620
31.12.2018;16072;Sonneberg, Landkreis;587;689;852;1103;755;452;1018;1216;1646;1774;1615;2049;2365;2631;2310;3471;3140;603;601;816;1034;630;375;864;1011;1536;1597;1416;1797;2189;2632;2439;3776;5207
31.12.2018;16073;Saalfeld-Rudolstadt, Landkreis;1280;1301;1697;2026;1285;826;1706;2150;3197;3326;2842;3655;4450;5035;4473;6732;6407;1176;1213;1657;1947;1175;717;1368;1764;2755;2806;2650;3275;4162;5005;4557;7320;10421
31.12.2018;16074;Saale-Holzland-Kreis;1023;1149;1497;1756;1129;760;1477;1613;2394;2802;2405;2885;3608;3929;3419;5045;4469;1038;1062;1448;1651;1028;628;1107;1432;2384;2447;2191;2614;3411;3813;3484;5541;6412
31.12.2018;16075;Saale-Orla-Kreis;997;1030;1400;1750;1020;719;1359;1607;2432;2586;2364;2838;3382;3842;3577;4872;4344;949;1010;1349;1511;1007;570;1133;1407;2120;2223;2073;2529;3246;3798;3466;5418;6940
31.12.2018;16076;Greiz, Landkreis;1060;1257;1581;2064;1190;816;1482;1564;2649;2968;2709;3226;4283;4683;4465;6297;6032;1001;1187;1522;1818;1153;595;1123;1449;2362;2554;2358;3054;4069;4740;4535;6891;9422
31.12.2018;16077;Altenburger Land, Landkreis;1032;1003;1382;1785;1091;742;1346;1608;2413;2662;2440;3215;3871;4062;3714;5963;5809;962;1006;1427;1723;1029;590;1145;1418;2270;2312;2096;2840;3657;3985;3951;6706;8863
__________
Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
© Statistisches Bundesamt (Destatis), 2020
Stand: 02.06.2020 / 12:31:11
